,location,loc_province,loc_pulau,education_level_max
28716,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28717,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28718,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
28719,BLITAR,5281078.357615894,7326619.856529598,6802415.919704551
28720,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28721,SERANG,6509462.142857143,6509462.142857143,6802415.919704551
28722,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
28723,PEKANBARU,5923152.173913044,5923152.173913044,11466979.966611018
28724,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
28725,CIKARANG,6509462.142857143,6509462.142857143,6802415.919704551
28726,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
28727,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28728,MALUKU,3739857.1428571427,3739857.1428571427,6802415.919704551
28729,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28730,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28731,BOGOR,6147304.742647059,7326619.856529598,3788580.486935867
28732,DENPASAR,7955276.255506608,7955276.255506608,3788580.486935867
28733,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28734,BANJARMASIN,5879255.319148936,6000208.808290156,3788580.486935867
28735,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28736,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
28737,CIKUPA,6509462.142857143,6509462.142857143,11466979.966611018
28738,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28739,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28740,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
28741,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28742,BALIKPAPAN,6816468.518518519,6000208.808290156,6802415.919704551
28743,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28744,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28745,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28746,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
28747,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28748,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28749,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28750,BANDAR LAMPUNG,4265999.047619048,4265999.047619048,11466979.966611018
28751,PARE-PARE,5091700.533333333,5901028.0,6974653.64877161
28752,PAPUA,5283114.827586207,5283114.827586207,3788580.486935867
28753,SEMARANG,5119689.802955665,7326619.856529598,3788580.486935867
28754,PURWOREJO,5281078.357615894,7326619.856529598,6802415.919704551
28755,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28756,PALEMBANG,5834890.172413793,7206423.31372549,6802415.919704551
28757,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28758,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
28759,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28760,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28761,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
28762,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28763,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28764,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28765,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
28766,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
28767,BANJARNEGARA,5119689.802955665,7326619.856529598,6802415.919704551
28768,SURAKARTA,5119689.802955665,7326619.856529598,6802415.919704551
28769,BALI,7955276.255506608,7955276.255506608,6802415.919704551
28770,PEKANBARU,5923152.173913044,5923152.173913044,6802415.919704551
28771,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28772,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28773,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28774,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28775,PONTIANAK,5424233.766233766,6000208.808290156,3788580.486935867
28776,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28777,SUMATERA SELATAN,5834890.172413793,7206423.31372549,6802415.919704551
28778,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
28779,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28780,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
28781,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,11466979.966611018
28782,DEPOK,6147304.742647059,7326619.856529598,6974653.64877161
28783,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28784,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
28785,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28786,RIAU,5923152.173913044,5923152.173913044,6974653.64877161
28787,BALIKPAPAN,6816468.518518519,6000208.808290156,6802415.919704551
28788,MALANG,5281078.357615894,7326619.856529598,6802415.919704551
28789,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28790,CITEUREUP,6147304.742647059,7326619.856529598,11466979.966611018
28791,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28792,SULAWESI TENGAH,7248029.310344827,5901028.0,6802415.919704551
28793,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
28794,PURWAKARTA,6509462.142857143,6509462.142857143,11466979.966611018
28795,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28796,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28797,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
28798,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28799,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28800,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28801,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28802,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28803,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28804,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28805,MATARAM,5320384.615384615,5320384.615384615,6802415.919704551
28806,BATAM,8014655.172413793,8014655.172413793,11466979.966611018
28807,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28808,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
28809,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28810,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28811,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
28812,BALI,7955276.255506608,7955276.255506608,6802415.919704551
28813,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
28814,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28815,BEKASI,6147304.742647059,7326619.856529598,6974653.64877161
28816,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28817,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
28818,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28819,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28820,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28821,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28822,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
28823,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28824,JEPARA,5119689.802955665,7326619.856529598,6974653.64877161
28825,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28826,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28827,BEKASI,6147304.742647059,7326619.856529598,3788580.486935867
28828,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28829,PONTIANAK,5424233.766233766,6000208.808290156,3788580.486935867
28830,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28831,BEKASI,6147304.742647059,7326619.856529598,6974653.64877161
28832,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28833,BATAM,8014655.172413793,8014655.172413793,12094444.444444444
28834,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28835,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
28836,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
28837,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
28838,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28839,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28840,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
28841,MEDAN,7616092.593582888,7206423.31372549,3788580.486935867
28842,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28843,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28844,SUMATERA UTARA,7616092.593582888,7206423.31372549,6974653.64877161
28845,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28846,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28847,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28848,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28849,TANGERANG,6509462.142857143,6509462.142857143,11466979.966611018
28850,SAMARINDA,6816468.518518519,6000208.808290156,3788580.486935867
28851,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28852,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28853,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28854,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28855,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
28856,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28857,ACEH,9222500.0,9222500.0,6802415.919704551
28858,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28859,BENGKULU,4137515.0,4137515.0,6802415.919704551
28860,SULAWESI TENGAH,7248029.310344827,5901028.0,6802415.919704551
28861,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28862,CIREBON,6147304.742647059,7326619.856529598,6802415.919704551
28863,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28864,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28865,TANGERANG,6509462.142857143,6509462.142857143,11466979.966611018
28866,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28867,CIKARANG,6509462.142857143,6509462.142857143,6802415.919704551
28868,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28869,MANADO,7158977.222222222,5901028.0,6802415.919704551
28870,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28871,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28872,MEDAN,7616092.593582888,7206423.31372549,11466979.966611018
28873,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28874,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28875,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28876,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28877,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28878,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,11466979.966611018
28879,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28880,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
28881,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28882,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28883,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28884,KALIMANTAN TIMUR,6816468.518518519,6000208.808290156,6802415.919704551
28885,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
28886,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28887,TANGERANG,6509462.142857143,6509462.142857143,3788580.486935867
28888,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28889,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
28890,SURABAYA,5281078.357615894,7326619.856529598,11466979.966611018
28891,KUTAI TIMUR,6816468.518518519,6000208.808290156,6802415.919704551
28892,KEDIRI,5320384.615384615,5320384.615384615,3788580.486935867
28893,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28894,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28895,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28896,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28897,KALIMANTAN TENGAH,6397777.777777778,6000208.808290156,6802415.919704551
28898,BEKASI,6147304.742647059,7326619.856529598,11466979.966611018
28899,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
28900,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28901,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28902,BATAM,8014655.172413793,8014655.172413793,6974653.64877161
28903,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28904,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
28905,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28906,BALI,7955276.255506608,7955276.255506608,11466979.966611018
28907,BALI,7955276.255506608,7955276.255506608,6802415.919704551
28908,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28909,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28910,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28911,BANDUNG,5281078.357615894,7326619.856529598,3788580.486935867
28912,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28913,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28914,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28915,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28916,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28917,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28918,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28919,LAMPUNG,4265999.047619048,4265999.047619048,6802415.919704551
28920,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
28921,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
28922,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
28923,SUMATERA UTARA,7616092.593582888,7206423.31372549,11466979.966611018
28924,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28925,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
28926,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28927,BANTEN,6509462.142857143,6509462.142857143,6974653.64877161
28928,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28929,PADANG,5281078.357615894,7326619.856529598,6802415.919704551
28930,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28931,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28932,BALI,7955276.255506608,7955276.255506608,3788580.486935867
28933,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28934,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
28935,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
28936,DEPOK,6147304.742647059,7326619.856529598,6802415.919704551
28937,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28938,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28939,BANJARMASIN,5879255.319148936,6000208.808290156,6802415.919704551
28940,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28941,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28942,CITEUREUP,6147304.742647059,7326619.856529598,6802415.919704551
28943,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
28944,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28945,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,3788580.486935867
28946,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28947,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28948,BANJARNEGARA,5119689.802955665,7326619.856529598,6802415.919704551
28949,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,6802415.919704551
28950,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28951,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
28952,SURABAYA,5281078.357615894,7326619.856529598,11466979.966611018
28953,MATARAM,5320384.615384615,5320384.615384615,6802415.919704551
28954,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
28955,BENGKULU,4137515.0,4137515.0,6974653.64877161
28956,SUMATERA UTARA,7616092.593582888,7206423.31372549,6974653.64877161
28957,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28958,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
28959,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28960,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28961,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28962,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28963,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28964,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
28965,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28966,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28967,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28968,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28969,BADUNG,7955276.255506608,7955276.255506608,3788580.486935867
28970,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28971,SEMARANG,5119689.802955665,7326619.856529598,11466979.966611018
28972,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28973,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
28974,DKI JAKARTA,8227419.464774282,7326619.856529598,12094444.444444444
28975,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28976,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28977,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28978,CITEUREUP,6147304.742647059,7326619.856529598,6802415.919704551
28979,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28980,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28981,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28982,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
28983,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28984,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28985,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28986,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28987,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28988,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
28989,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
28990,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28991,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28992,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28993,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28994,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
28995,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
28996,DEPOK,6147304.742647059,7326619.856529598,6974653.64877161
28997,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
28998,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
28999,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
29000,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
29001,BALI,7955276.255506608,7955276.255506608,6802415.919704551
29002,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29003,SUKABUMI,4265999.047619048,4265999.047619048,11466979.966611018
29004,TANGERANG,6509462.142857143,6509462.142857143,11466979.966611018
29005,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29006,SLEMAN,4791679.339622642,4791679.339622642,6802415.919704551
29007,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
29008,CIKARANG,6509462.142857143,6509462.142857143,6802415.919704551
29009,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
29010,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
29011,BANTEN,6509462.142857143,6509462.142857143,3788580.486935867
29012,BALI,7955276.255506608,7955276.255506608,6802415.919704551
29013,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
29014,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
29015,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29016,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
29017,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29018,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29019,TANGERANG,6509462.142857143,6509462.142857143,11466979.966611018
29020,SURAKARTA,5119689.802955665,7326619.856529598,3788580.486935867
29021,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29022,DEPOK,6147304.742647059,7326619.856529598,6974653.64877161
29023,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29024,BALI,7955276.255506608,7955276.255506608,6802415.919704551
29025,SULAWESI UTARA,7158977.222222222,5901028.0,6802415.919704551
29026,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29027,SEMINYAK,7955276.255506608,7955276.255506608,6802415.919704551
29028,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
29029,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29030,JAWA BARAT,6147304.742647059,7326619.856529598,3788580.486935867
29031,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29032,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29033,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29034,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29035,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29036,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29037,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
29038,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29039,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
29040,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
29041,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
29042,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29043,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29044,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29045,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
29046,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
29047,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29048,PEKANBARU,5923152.173913044,5923152.173913044,6802415.919704551
29049,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
29050,BANDUNG,5281078.357615894,7326619.856529598,11466979.966611018
29051,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29052,SURABAYA,5281078.357615894,7326619.856529598,11466979.966611018
29053,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29054,ACEH,9222500.0,9222500.0,6802415.919704551
29055,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
29056,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29057,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29058,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29059,BANDUNG,5281078.357615894,7326619.856529598,12094444.444444444
29060,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29061,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
29062,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29063,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29064,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29065,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
29066,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
29067,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29068,PEKALONGAN,4265999.047619048,4265999.047619048,6802415.919704551
29069,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
29070,BANDUNG,5281078.357615894,7326619.856529598,11466979.966611018
29071,PONTIANAK,5424233.766233766,6000208.808290156,6802415.919704551
29072,BANDUNG,5281078.357615894,7326619.856529598,3788580.486935867
29073,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29074,PADANG,5281078.357615894,7326619.856529598,6802415.919704551
29075,DEPOK,6147304.742647059,7326619.856529598,11466979.966611018
29076,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29077,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
29078,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29079,TANGERANG,6509462.142857143,6509462.142857143,3788580.486935867
29080,BADUNG,7955276.255506608,7955276.255506608,6802415.919704551
29081,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29082,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29083,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
29084,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
29085,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,11466979.966611018
29086,JEPARA,5119689.802955665,7326619.856529598,6974653.64877161
29087,BANJARMASIN,5879255.319148936,6000208.808290156,6974653.64877161
29088,SEMARANG,5119689.802955665,7326619.856529598,3788580.486935867
29089,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29090,BEKASI,6147304.742647059,7326619.856529598,11466979.966611018
29091,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
29092,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29093,SERANG,6509462.142857143,6509462.142857143,6802415.919704551
29094,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,6802415.919704551
29095,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
29096,BANDUNG,5281078.357615894,7326619.856529598,6974653.64877161
29097,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29098,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
29099,JAWA BARAT,6147304.742647059,7326619.856529598,3788580.486935867
29100,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
29101,BANDUNG,5281078.357615894,7326619.856529598,6974653.64877161
29102,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29103,BANTEN,6509462.142857143,6509462.142857143,6974653.64877161
29104,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
29105,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
29106,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
